# Generated from bridge-api/intelligence-knowledge-graph. Do not hand-edit.
edgeId,sourceNodeId,relationshipType,targetNodeId,relationshipVersion,relationshipConfidence,relationshipSource,testOnly,relationshipHash
edge:3dda432003b0105d43ed,Score Run:score.core_balanced.initial.offline.v1,USES,Score Profile:CORE_BALANCED_TEST_PROFILE,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,3f992cf033b4446a1874599c30fca0f53a61a5f869f2ff5b32a73299ea7a0410
edge:3dd3e2f315f89d2a3283,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:a32d3d27b6d1a8b8b94152cb70f57d6218a44c2a97bad1f122cb78055c37724e,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7829b1c338abf3d60864617fb64b15fdef5ba7c555ad77f209362b83be720c92
edge:546ecca5b9f501a885ee,Score Run:score.core_balanced.initial.offline.v1,SCORES,Capability:legacy.ai.structured_response,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d5fe8579286c220221323a5c48e40dbf8159369e3801224a72936a38cf11485a
edge:c24316a83973c975fb56,Score Run:score.core_balanced.initial.offline.v1,USES,Benchmark Dataset:legacy.ai.structured_response.benchmark.schema_compliance,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d695e814b06913b7499d089ce5b5d033701705cd02fb1b3d6cd26f2c88eb4caa
edge:eae7c00f16aca313f76a,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:149c25e59e14998f2a70ef60a39e615c3a72019beb586acac3d134f9eee150ea,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,c70060c26a46145e1a7dcf9eaaebb18002367fcfbcd85e5d04bb33dd54014d98
edge:a54bea0db85b91e16234,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:759e54c0611f690f4a89c7f41ec034148187460b26f5c7384bc0d9041342a279,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,a01eb36ca7a1f810938ee10429fefedde7fca573d1cceb102d1c6e8e140ca96c
edge:40ac87d438b7d89d4432,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:a6caf4081875f178434f02588eca299b8b97b0cabb3f958364bd0c026aadd808,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,5f5a93011992681fc12584e2767c853a1d661fbbd43e8d37159f48ede2e8a00a
edge:1f81926cc29afe66ffcd,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:5a5ceb6ddae80fc0dd4b3d05fd0842c5399ccc2b3dc1b704df61a482881b14d0,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b43659aaa6b268247394b960ab512dd2fdc4848887cf721e1da313c5293d07dd
edge:9d713c9bc52434527d85,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:3ac1983d4ba4262d53ea6258210b5d9c30fb887f087543a2cde24a200ae44495,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,dc33c3b4016a4a4b60ba82f1d3b62116e0ce3b9f9380a3ca22485f9ae37ccc11
edge:31836c5faa9f2748375c,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:b1a1da217a7e2bd21d58b3f171ef9dfbaa2a7854faa2b7d3b0416c23fd15efb9,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,90722a8aba6b7360e432bb323cb21e9b80f4ac186ee4d2d4f6524f8e03dedd04
edge:eb629ded94f5e93e8a45,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:38fe600b5eba57c900b1e8f0d70562b1acd7206a95b50bed6faee4cc17986e05,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,be10511c44f8929c0770d8e1704167799ae9a55d00b3350c4768ab36b5b1fcb6
edge:5ae605642929afcbaaed,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:82b802a014c3d8741c30caf4a59188a5203f2079552502fee9aa78a229159a6f,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,e3220b27b47a4aec310ad9d2a58741f747aab9a532f858c2628adf4006f521a0
edge:cc81037b9590100e0afb,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:d2e044ab4cc59daf7d74f199287af737f9595e9a28ef47ec9a84f82df19f69a4,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,91902368ae7434a93cffcc1fb0c0996eed699af5f1acdc5321551fb2b8d0c348
edge:92b0968cbaebb38728a7,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:25e6f506a252702bc49b0b80deab3ff25ae84dfd6965f22e2962c4281224010b,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,df0dd28103321bb8874ec5d26662443db81ca7c13c346ef698f2e51afa81d5b7
edge:7b84b7685d09bd01cbbb,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:91d500b344867e0f1f772ff9b871b5aa696dc20917326d4ab5beea0d12364a50,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,76757b63cd4d269d03d48b15f6c19c6a55c3a952d0126defcce8d25d1fea9ff0
edge:b7c6eba55a025b783c15,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:5b5e0b92ed3b951f35b8f9e3e10a8606b9fb9a96a5fe19e45c199159d3ec26f9,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,108f108ed2f3d4e76475c5ff9f8b9e701e8f9f5ce56903b57c794a4d7c606914
edge:e3e20bd2340724dcd11f,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:a1d7d80e72fb2542938888d7b8bcf846e55aa4a8ecbbcb560e253bca2decca7b,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,5397b5b1e8d75c60ec72c1a0be480162c5b3e07780b617d4da98760140092721
edge:14c87f8b51344072de0f,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:07f739dbe65a9445152bb3852dcf82f4e42215951993092a4559996c3672847f,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,5db36fd45be19c290a3759069b92a939f70bd12cfbfbc0ea30ee8be465c818eb
edge:02d6ae3794549fc43af3,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:3ef600915f833509ed9e6bec23cf278e6dab9d5ecebba09a99d031e955054b0c,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,29369594309104c8b7e15caae587f94cb8d917ec4c9c24d5a2f2e65daa129150
edge:4e453f1922cded22d647,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:8f52859dd6a2e5dc846ad7f24b7c598292b6ecbfa17b8f4df8ecb459f2c15a08,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,015ae3887aed9e2e7f777d6a32d735aaba31ebff56c9ac00fa9128b6aeb40578
edge:c09199bcc674a6e18fe7,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:3d42ec646e31738f4497538322fc71e8f7ef0837a3b7d9a0b16070736d58f431,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,c4c8e45ecfb7b9ee4474484161e5c9b7cf3cfd4ca67eb88f8c974af8d22f5a91
edge:c269476b927c1b73f373,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:68d8cd8ede0bc5025370d5801a70f3e05698e270719bd3be55b8cd2e9842c87b,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,9710ff21dd9ce9ce1107f06dad702fceee13b3d7e92c707cb1b9e8c43ad19bdd
edge:50ac5a5d707497737405,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:3590a3e270bdfc778a11baad53a7411d8258d2415497721016a606fff488764b,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,35dc084bd677f52079604f30f7ea02f031f636b9779bebca7c77d1f7f1787eed
edge:612abee64caca2e70b94,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:61f1ee3772f0351141f7d55231c442c9ab39fcbbd179d75b6f28853297efd2d9,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d2c5d06619ad1ed9ca7dbbb7a05149ee97bf3d87ea9c24ad176b950cac3129d3
edge:8c593bf1650b16f65383,Score Run:score.core_balanced.initial.offline.v1,SCORES,Capability:supervisor.daily_operations_report,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,0810b917a1f9d833ffcc9c3aef8e86da03497c8225b5d5959b699c8ac2fc3298
edge:a6ec645c8e46ff2929e1,Score Run:score.core_balanced.initial.offline.v1,USES,Benchmark Dataset:supervisor.daily_operations_report.benchmark.safety_language,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,23f21eac44aab118840b5ea8eef43d3c0ba6724abf4ae62805b560e8468394cd
edge:a995cbd42b1e3dcf64d1,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:2cf000a65e75ef386b3f1cb5221a2d531e9c71c3074d95533189bc83b0449167,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,ade39aa1f6da72f4dd01faf89c56bf1ccb933eff3e4997925f0c34ea482b4ca2
edge:23303354cd0f8cc396eb,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:95349583e3b2bef3c21a4f353cd8bf7d4cd354223341bf989ce311bccd03d9af,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b550de802d5e868b45997c80b3d70252c95c125af26431a787d86d86efa89414
edge:615859d7806397732553,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:f47b7aa9a59642010dd294a3a52ee1e0624fb22b318d390759738b428b415904,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1ffc14b19a2fdf29650d39872a4d1948a82a6e94b791f0cc2867ee46e3824a70
edge:478c2346de604500dbdb,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:bb6c50837512f560581fdc2c9c88633760b323ad2eadeaece740c13a6df181c8,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,09caa11a41415d3545eec06ece669e4cbbf80124bb76ee77201684273daf718b
edge:00ee0106771f26ff9c47,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:15a36e1a9f708fcc4a513bd1950e0f37d6bfaf1ab0f1dfe2e9ac6103f8a0709a,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b30a02648bbcf754829d1e56d9a7e70debc254572e5af5c06cd1d96e2c83d3a9
edge:79930902dd3e34104fe6,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:f7b772c9bc8e4037f260c6e23fdec15853b6fb852c1779a205ff858c7edd3658,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,33641c5eff2ced41d69dd14f46b0f6bc843396bf86c636c4246903736c22ed62
edge:96bc464d68cbf92a83b4,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:7e5ac9cce8233f25193975cbff415d35be75b6c7a738891596041e2d79269a14,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,6b5a961c114acc21a36020359c446b411021fa70e1caaa8ed90764f0765ab578
edge:6d65ec6b3fc88cf90178,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:e47367ea2ef244caf50925a159a77b6b7ab9fdf3fe3fccccdf5eae4defa9fd9f,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7fe20f2ad331893d136696512771205f3c9e9be0bd683d224675fe3ab5fce6c4
edge:d8c42f2261bc2db97ab7,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:53744d772a569ad4b53f44b504f4456347dbbcadbee883df9b10cbe7993440a7,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,9dd9c3e73a38810a23880dae3dd4796c33d1a23df9a90e106a86ea2fd1982894
edge:3879fc4dd55a42d64a4a,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:ef218f66a5e9523df0d57c51877297b4c60637a5184860cbb3afeedf731114ba,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d238e8dea52079418e257e6d3aaa3dce7df751ba45a743f32621c72a3b738a7b
edge:a0aa25414e5b6d4c08d7,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:9f364bf4eacf1a1f7b7ea2d5f204d5e1f28629df746f4af6cfd1b63278a8ada3,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,bb151edd9504175fbf3b35843882eaff20e633fe063f71dda86f1fe4e8c09c48
edge:e600d70138320fc5acb3,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:c318256aa3778d727d965dae5541f7d0f5085e1b91b7dcd9683fd504b844679c,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,9c8ae773907a8787b1f5e6c1b8204be4e95335375e9eaede360c0fb825a54fc5
edge:a8dba55ba55749118c2c,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:517267666a0b69f2436262f74b6751f9c229f90658b22a3de826ae47c0d974e6,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,af8a702723cd67b025c235932194f46e3ec1b83b81df26fe52984c931875ef27
edge:d66446aac9fcd28ea10e,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:97002fc003b481144bf21a74da573d22d3bcce07b3e133f7b88fceaa4c0354e7,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8b87758099e32ac28f88b98a9b1f687b0951567f67aa678e44e50c024c231806
edge:576dd81100d950c4e028,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:b74aa9606efcfe02d8ef1552ad851617fa48f7e263a80e08361acc0494195b27,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,2affef31e60b8daf70d4ce3c88ff57ff02fcc9cb20ba0622f6d0afb0261208f8
edge:39f12ae05339eea887ac,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:3c324e44b0fedebf02b2cd325ab91d61415340907891d0276c4bd752d8a0717a,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,0f7957a13cba398147d518ea38348461706d5c71056b41cf506f0ec8854a959b
edge:53c46658877ef6592400,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:bc4db10bc6b4c62ddb8b81fbb1c086484d208b3800d83e27c86df53de3ae390c,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1b2f2ac1db43f0c5157c75cb2db8aa2caa792b2364d4c331b2bbe08df08fd32f
edge:469af555024f2a9e49c1,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:7a6754ad55d1b821609c35ce5fcf8adfcfff6cb529870aedb76961e943954d13,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,2e04f320b63da003a0b60e9f2e6fc2bd3e6e5ae319681633afc71478481062fb
edge:fed63e730da68a26ceab,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:bf93a345183fa1cca5d4ae7e974db38a57d5476a93821d32c8d6ec33651c648d,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b506c331c02daec96ad52069c6870171d9e6abcb0e95d7398a464a26760aa334
edge:366763fc9481970f7008,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:f0d3f4fa234fdf7286c61059563739d9e691d091e0452dac05eefb0c0a05dc5e,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,6677b867850e42922011b00170e9cf572dc31573d2c9c44c3ad12bf340203d82
edge:72fa24ed01f5740629bd,Score Run:score.core_balanced.initial.offline.v1,SCORES,Capability:text.cleanup,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,129ed2400ac9a7013342edf14b0631e964f6a75c856bc01d98b530c933b46e2a
edge:86f46e3b552f16d82cd5,Score Run:score.core_balanced.initial.offline.v1,USES,Benchmark Dataset:text.cleanup.benchmark.core,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,17d8dfdc8533ccde14b00e4819e540f476d75ca3f238d26eaa2f2e430aece5ac
edge:ed807b8d75883f434045,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:f3a502441dadc0de263d525e387f3c64b91117b3c8b92c2450d0d48275f23641,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,5429af9831a2427254369b3fffdb1d35a334c33a2020e64ad283dcbd142cbbd9
edge:98b723f8616b0d35ba83,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:b004656fc3b1709b823119a24df6ee4f2ab6ae0c380e5d1dbedb6fa6fe79c70a,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7fd16b54b90bd94306c466ae6b6a3748676763dfaf8513ccb299d7198c7ecf17
edge:dd9547d7495b4f80d2ab,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:c000f26dd57f13bb24b918da4bc698ca76d9a48900c8bdaa369231fbed972961,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,499a09e2949d03e52e2b35a099742ce5aefa98d98c75fb06c5cef3fd5db5dc72
edge:b9f6ac1b64d8cb1b1c12,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:9d4049db7ea44d63f088e04e378777cf22666816618e9fce199a26e80aaaf55a,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8ad5c8d6ff633924b648f5c426635c1d8b82cda2879e69fe446ffdf1bb719426
edge:a64c3aea8d0b61286bfb,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:96784dbefa01cb5dfdd96543fff53f69c787070fa2f3524e0773a12fa5a4dde9,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,534aed91c7f9110b5c99f7c0c1bfe15f5f07babe8f2324db7902c965edf16b32
edge:ca140e6e272414e4b9dd,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:592ab73b4a0bc610b3267d2570a01ece918add4865a2471faba3243ccb76faeb,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,9934dae26a9125d071b06de1c3b6a9cdfa92f628ec09f065ea4ca1ba2761feb4
edge:51f0c98ab74da5e2d270,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:071eb4b5e53ef7490d33d17abdcb00f15f0d7ce7f816afa1c80ea6e87eda43af,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7596b7f7753f26441ba4fcd41f45ef29a499e8b181ff4c179586fd8f70e92cbc
edge:1928a633a927dfe155d3,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:91c8068a48dc16d5aa15a94d8ae4d6fc68b4cec7c55cae8b0821088709615375,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,ab89dc650920aa80a4a87461cae46c036595ca38f2ed77a1ddfb91d6cf74daf7
edge:733c009471caad3e8095,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:caf6d04797396118b675b2ae3fb489f26c2197d3a7c719f11c21e5407caa1b57,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,0856ecd7001955b8e52b4ecf8317c136b5225e77290271c61c662b974a27c25d
edge:4167251b5c75c4af5f92,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:193f4b77e3a2a7a605712115476464710ee1da44b97b3f28c8de17f71b9677e3,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,f84a33cd25b42b66df9d95357c242d2baf9b9a679f08fa41b57d6b235e2187d6
edge:3b47c11d8d96eb1dc89a,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:647118f3fead35e0c997183a020c09ce441da1a74427b155e24a6bfe4cc97091,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,4a5ae53e6fcb76599290ceb049128b01566b5430cc110c26357440008f81b5c1
edge:1d34283b18ce81549a64,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:4bfc0c89008b675a3b3fe98b11d8e2703cc9d1cbe346483e73c39ba9fa98c5c7,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7288b1bc190f4a353670cdb3bf973bf77c1b5208cc1f6a53d9e7e3f95146d19c
edge:597309f65325d3f69d63,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:5b50ea913494e7d3b66c7d9e8b3c0b7ac304c1399d82cf69cd297fabc7e9cd32,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7dfe99819e06ac9c8de617c677dfb5db6db38d314eef9fccfb48dd89062518f2
edge:a98cc1585bba92b2d354,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:b16ac3de6416408f7ad7d09afe7d0e6368a04d0fc1698ce560e05dec4e389d0e,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1372f6e743b9cc0bc8d461ce8a61fd8cfdcf440fbbd6b6a03a99efe5d99d910c
edge:d58131cd83c128d247f2,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:c052cfbac55283ff94847d60b486acf1fa748246d50ada70cf172ad28ae58a40,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d7f3868130d589958ac86ae914a75f528992ee99778f9ecea2b308058d913ac3
edge:83b80b8bfa0738511d84,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:bf3bdc9c18f63c4ac3a5d4bb4d06c5244859fb7ce07ce3d448aa4e79ef4a2fb9,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,ea22eadf1ae0382c986cc1f4c1af25a6c89fa181ccb888ca30f4d86d2194d7fd
edge:d6108b778bf894e0c062,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:1204db9a27eb1b21e92a8bc9b408e8cc4d7e35453befd97e1b44daafec70f1a2,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,4413184a83e7f2579808f24fd9dcb6af432fcd663d0c9772bd9088a81c4bf3bc
edge:6eb73c4fc31697bca1e8,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:67a3513780862ac3b0c4af68b0330a14f9a549873008c5ff1675206ae24f6d4e,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1840be900226481c83cb8c390915d7e5ab4ea7366c6fe38d9a6cc72896974e94
edge:874f331c5d1886848f97,Score Run:score.core_balanced.initial.offline.v1,PRODUCES,Hash:14229fd9121dcf0fc80b73b587ee9f7812147bf26f6e98c0d670cdd5f4559686,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,ad228062f966b675ae508a170b975a9cf73f68f39a0d17de009a6a51cf007866
edge:202ca85cd95582bb0662,Score Run:score.safety_critical.supervisor.offline.v1,USES,Score Profile:SAFETY_CRITICAL_TEST_PROFILE,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,6e10ea9cbd6a3ae13821d344d77509d7c58fac036a90b59d233ecd493ffedfb3
edge:6511a1d79e561b972360,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:387274032dae7cb3c0ee2b70068c263730510f41ca1a21a06151cf7801e7071b,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,3849ffc9940c739f7c7fa22f1ff433fa1e5cd458ba0d19143d4ef42994eca6d4
edge:6a1b993e77d4d7d5c7ad,Score Run:score.safety_critical.supervisor.offline.v1,SCORES,Capability:supervisor.daily_operations_report,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,eebc16eaba3c20680a25f8050a7bfb10a936183ac4a6e207c7f60379251594f8
edge:ef4407c604bd9faed285,Score Run:score.safety_critical.supervisor.offline.v1,USES,Benchmark Dataset:supervisor.daily_operations_report.benchmark.safety_language,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b65675878352a9d8e337408186509f85a597bca069623746defceeecd4d4c686
edge:6e0d852a0a74db250e85,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:1bc3571924f6b796946ea0c35f8ee81307bbe22a5af769c11289a3840fd8070e,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,65f20e45735b62729668a0889db0a580a1547bacd16f5005ec293736e8abca54
edge:e9a8b35412d38754b042,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:6c2f85b149d6a70a161091fa187e1460d6f910f46bb490d1e1792c54c934db15,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,938dcae897f6619d3bb236e805efc6c9c689e6ee4f7ab2b8ac4ba2a5287d2e65
edge:6f67654159806b6b09c1,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:56df55f662b5e567828585db721dbca08788e02f7cfb74469353dea9a489f560,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,9d1d3584e139055ac1c62a42e4e649a606c954226009cd1d14cacd62b7e67779
edge:456de9238d521e120238,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:e288a953c796b447130578742ef85b203c702dc2b43d1bc8a9e09fa9da3d414c,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,fed0b353f5f5c3da33904dd4193c6050e574d7276c628c5fa291df878e6e70bb
edge:45fd17824125236f4470,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:1e2465c2e727877e3d30b9719947d02561526877bdc5422cd68912ed6525e84c,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8f843335c068e54e9115e0ed0c861fbac09234bb3097483a5ff2a6efdae54d17
edge:37d588cf06f77dc683a1,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:95f9bc1db48610ce9223fcd8bd52fb71590f93d90a59a92c8ce0b43aa2521bf4,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,90f3c0ddab0df125b9eeb825f3fc00929cf78774272a359bd0976e14d08b12d8
edge:8330d1865b46437a64d6,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:db3b80362a28c2df4328783a619cc7fe0d2bd91c299f0c01f94aa3fefff7fe55,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,063e2888a5f3cb6175da293149e8af7b6edffe6874d7ac56367954bda3f23468
edge:9da6e59be8dd95a67374,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:53c7f4e59314fac0c1876190ee28145e710c78ee978d891383edc34314dfd3e4,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,285babf873afdf713480cad19c2e063601f694336620c8409ff5da07e2e59c56
edge:10e303045ff98a3e4189,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:d9250c3cbb54b5a6c3c048a85a52d9243f98a38a601222aa100fd6dfcfc30a23,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,ea18a8dcaf6d99e39e59a27e2683af8a0ba51fb70f05d1cfd396e4a4c928ce43
edge:8f97c46bfd4652a88f20,Score Run:score.safety_critical.supervisor.offline.v1,PRODUCES,Hash:964a04b4be745d4bedcd6cf3f2858d3f359c9b3e83ae90ea5f41f30ae6c54cc3,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,cc0f8be63dfb5c2e8b936bacc5ace50a105dfb6da1762d37461c4a1c7554e0e2
