"Path","Category","Size"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\SameSiteUnspecifiedLaxAllowUnsafeSet.md","F. Local caches","758"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\SameSiteWarnCrossDowngradeRead.md","F. Local caches","610"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\SameSiteWarnCrossDowngradeSet.md","F. Local caches","612"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\SameSiteWarnStrictLaxDowngradeStrict.md","F. Local caches","622"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\selectElementAccessibilityDisallowedOptGroupChild.md","F. Local caches","587"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\selectElementAccessibilityDisallowedSelectChild.md","F. Local caches","605"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\selectElementAccessibilityInteractiveContentAttributesSelectDescendant.md","F. Local caches","272"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\selectElementAccessibilityInteractiveContentLegendChild.md","F. Local caches","409"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\selectElementAccessibilityInteractiveContentOptionChild.md","F. Local caches","299"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\selectElementAccessibilityNonPhrasingContentOptionChild.md","F. Local caches","470"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedArrayBuffer.md","F. Local caches","643"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryUseErrorCrossOriginNoCorsRequest.md","F. Local caches","101"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryUseErrorDictionaryLoadFailure.md","F. Local caches","97"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryUseErrorMatchingDictionaryNotUsed.md","F. Local caches","155"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryUseErrorUnexpectedContentDictionaryHeader.md","F. Local caches","101"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorCossOriginNoCorsRequest.md","F. Local caches","91"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorDisallowedBySettings.md","F. Local caches","49"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorExpiredResponse.md","F. Local caches","124"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorFeatureDisabled.md","F. Local caches","126"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorInsufficientResources.md","F. Local caches","63"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorInvalidMatchField.md","F. Local caches","84"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorInvalidStructuredHeader.md","F. Local caches","81"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNavigationRequest.md","F. Local caches","138"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNoMatchField.md","F. Local caches","76"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNonListMatchDestField.md","F. Local caches","88"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNonSecureContext.md","F. Local caches","115"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNonStringIdField.md","F. Local caches","82"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNonStringInMatchDestList.md","F. Local caches","98"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNonStringMatchField.md","F. Local caches","85"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorNonTokenTypeField.md","F. Local caches","83"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorRequestAborted.md","F. Local caches","49"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorShuttingDown.md","F. Local caches","49"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorTooLongIdField.md","F. Local caches","134"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sharedDictionaryWriteErrorUnsupportedType.md","F. Local caches","131"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriInvalidSignatureHeader.md","F. Local caches","655"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriInvalidSignatureInputHeader.md","F. Local caches","756"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriMissingSignatureHeader.md","F. Local caches","465"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriMissingSignatureInputHeader.md","F. Local caches","477"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureHeaderValueIsIncorrectLength.md","F. Local caches","420"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureHeaderValueIsNotByteSequence.md","F. Local caches","643"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureHeaderValueIsParameterized.md","F. Local caches","678"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderInvalidComponentName.md","F. Local caches","278"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderInvalidComponentType.md","F. Local caches","516"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderInvalidDerivedComponentParameter.md","F. Local caches","231"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderInvalidHeaderComponentParameter.md","F. Local caches","286"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderInvalidParameter.md","F. Local caches","338"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderKeyIdLength.md","F. Local caches","500"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderMissingLabel.md","F. Local caches","339"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderMissingRequiredParameters.md","F. Local caches","380"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderValueMissingComponents.md","F. Local caches","351"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriSignatureInputHeaderValueNotInnerList.md","F. Local caches","429"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriValidationFailedIntegrityMismatch.md","F. Local caches","442"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriValidationFailedInvalidLength.md","F. Local caches","259"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriValidationFailedSignatureExpired.md","F. Local caches","295"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\sriValidationFailedSignatureMismatch.md","F. Local caches","384"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\stylesheetLateImport.md","F. Local caches","266"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\issues_manager\descriptions\stylesheetRequestFailed.md","F. Local caches","76"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\javascript_metadata\javascript_metadata.js","F. Local caches","169183"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\live-metrics\live-metrics.js","F. Local caches","7697"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\live-metrics\web-vitals-injected\web-vitals-injected.generated.js","F. Local caches","15278"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\live-metrics\web-vitals-injected\spec\spec.js","F. Local caches","290"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\logs\logs-meta.js","F. Local caches","963"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\logs\logs.js","F. Local caches","12462"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\persistence\persistence-meta.js","F. Local caches","1879"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\persistence\persistence.js","F. Local caches","79161"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\project_settings\project_settings.js","F. Local caches","2186"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\react_native\react_native.js","F. Local caches","5784"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\source_map_scopes\source_map_scopes.js","F. Local caches","11457"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\text_utils\text_utils.js","F. Local caches","14309"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\trace.js","F. Local caches","17346"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\extras\extras.js","F. Local caches","28011"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\handlers\handlers.js","F. Local caches","66004"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\helpers\helpers.js","F. Local caches","19848"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\insights\insights.js","F. Local caches","49581"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\lantern\lantern.js","F. Local caches","289"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\lantern\core\core.js","F. Local caches","6120"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\lantern\graph\graph.js","F. Local caches","12378"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\lantern\metrics\metrics.js","F. Local caches","9153"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\lantern\simulation\simulation.js","F. Local caches","15768"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\lantern\types\types.js","F. Local caches","398"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\trace\types\types.js","F. Local caches","14445"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\workspace\workspace.js","F. Local caches","15314"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\models\workspace_diff\workspace_diff.js","F. Local caches","5387"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\accessibility\accessibility-meta.js","F. Local caches","646"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\accessibility\accessibility.js","F. Local caches","67984"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\ai_assistance\ai_assistance-meta.js","F. Local caches","4073"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\ai_assistance\ai_assistance.js","F. Local caches","77976"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\animation\animation-meta.js","F. Local caches","898"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\animation\animation.js","F. Local caches","46200"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\application\application-meta.js","F. Local caches","2831"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\application\application.js","F. Local caches","248481"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\application\components\components.js","F. Local caches","120615"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\application\preloading\components\components.js","F. Local caches","81436"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\application\preloading\helper\helper.js","F. Local caches","204"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\autofill\autofill-meta.js","F. Local caches","696"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\autofill\autofill.js","F. Local caches","30864"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\browser_debugger\browser_debugger-meta.js","F. Local caches","4819"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\browser_debugger\browser_debugger.js","F. Local caches","26722"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\changes\changes-meta.js","F. Local caches","1272"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\changes\changes.js","F. Local caches","15473"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\common\common.js","F. Local caches","5646"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\console\console-meta.js","F. Local caches","6042"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\console\console.js","F. Local caches","149845"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\console_counters\console_counters-meta.js","F. Local caches","273"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\console_counters\console_counters.js","F. Local caches","4367"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\coverage\coverage-meta.js","F. Local caches","2033"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\coverage\coverage.js","F. Local caches","45343"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\css_overview\css_overview-meta.js","F. Local caches","677"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\css_overview\css_overview.js","F. Local caches","42257"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\css_overview\components\components.js","F. Local caches","3889"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\developer_resources\developer_resources-meta.js","F. Local caches","1015"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\developer_resources\developer_resources.js","F. Local caches","10058"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\elements\elements-meta.js","F. Local caches","10477"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\elements\elements.js","F. Local caches","361501"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\elements\components\components.js","F. Local caches","77038"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\emulation\emulation-meta.js","F. Local caches","3316"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\emulation\emulation.js","F. Local caches","61755"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\emulation\components\components.js","F. Local caches","2280"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\event_listeners\event_listeners.js","F. Local caches","16920"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\explain\explain-meta.js","F. Local caches","2065"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\explain\explain.js","F. Local caches","34959"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\issues\issues-meta.js","F. Local caches","839"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\issues\issues.js","F. Local caches","74805"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\issues\components\components.js","F. Local caches","2756"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\js_timeline\js_timeline-meta.js","F. Local caches","2233"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\js_timeline\js_timeline.js","F. Local caches","99"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\layers\layers-meta.js","F. Local caches","537"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\layers\layers.js","F. Local caches","12213"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\layer_viewer\layer_viewer-meta.js","F. Local caches","1931"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\layer_viewer\layer_viewer.js","F. Local caches","53301"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\lighthouse\lighthouse-meta.js","F. Local caches","636"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\lighthouse\lighthouse.js","F. Local caches","247192"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\linear_memory_inspector\linear_memory_inspector-meta.js","F. Local caches","1348"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\linear_memory_inspector\linear_memory_inspector.js","F. Local caches","10544"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\linear_memory_inspector\components\components.js","F. Local caches","55979"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\media\media-meta.js","F. Local caches","559"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\media\media.js","F. Local caches","45756"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\mobile_throttling\mobile_throttling-meta.js","F. Local caches","2109"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\mobile_throttling\mobile_throttling.js","F. Local caches","40204"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\network\network-meta.js","F. Local caches","8087"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\network\network.js","F. Local caches","281654"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\network\components\components.js","F. Local caches","51691"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\network\forward\forward.js","F. Local caches","1696"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\performance_monitor\performance_monitor-meta.js","F. Local caches","877"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\performance_monitor\performance_monitor.js","F. Local caches","14311"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\profiler\profiler-meta.js","F. Local caches","4326"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\profiler\profiler.js","F. Local caches","195871"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\protocol_monitor\protocol_monitor-meta.js","F. Local caches","707"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\protocol_monitor\protocol_monitor.js","F. Local caches","58012"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\react_devtools\react_devtools.js","F. Local caches","6903"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\react_devtools\react_devtools_components-meta.js","F. Local caches","646"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\react_devtools\react_devtools_profiler-meta.js","F. Local caches","634"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\recorder-meta.js","F. Local caches","2284"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\recorder.js","F. Local caches","33396"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\components\components.js","F. Local caches","111166"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\controllers\controllers.js","F. Local caches","3368"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\converters\converters.js","F. Local caches","3345"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\extensions\extensions.js","F. Local caches","1459"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\injected\injected.generated.js","F. Local caches","14428"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\injected\injected.js","F. Local caches","14448"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\models\models.js","F. Local caches","22964"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\recorder-actions\recorder-actions.js","F. Local caches","165"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\recorder\util\util.js","F. Local caches","938"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\rn_welcome\rn_welcome-legacy-meta.js","F. Local caches","782"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\rn_welcome\rn_welcome-meta.js","F. Local caches","769"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\rn_welcome\rn_welcome.js","F. Local caches","9940"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\screencast\screencast-meta.js","F. Local caches","540"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\screencast\screencast.js","F. Local caches","26260"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\search\search.js","F. Local caches","20080"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\security\security-meta.js","F. Local caches","1154"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\security\security.js","F. Local caches","69998"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\sensors\sensors-meta.js","F. Local caches","4109"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\sensors\sensors.js","F. Local caches","33004"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\settings\settings-meta.js","F. Local caches","4312"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\settings\settings.js","F. Local caches","55212"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\settings\components\components.js","F. Local caches","2686"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\settings\emulation\emulation-meta.js","F. Local caches","651"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\settings\emulation\emulation.js","F. Local caches","9468"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\settings\emulation\components\components.js","F. Local caches","15598"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\settings\emulation\utils\utils.js","F. Local caches","7363"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\snippets\snippets.js","F. Local caches","5914"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\sources\sources-meta.js","F. Local caches","29733"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\sources\sources.js","F. Local caches","273235"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\sources\components\components.js","F. Local caches","36171"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\timeline-meta.js","F. Local caches","5496"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\timeline.js","F. Local caches","339818"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\components\components.js","F. Local caches","156241"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\components\insights\insights.js","F. Local caches","53383"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\extensions\extensions.js","F. Local caches","809"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\overlays\overlays.js","F. Local caches","22293"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\overlays\components\components.js","F. Local caches","32037"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\timeline\utils\utils.js","F. Local caches","31915"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\utils\utils.js","F. Local caches","6473"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\webauthn\webauthn-meta.js","F. Local caches","568"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\webauthn\webauthn.js","F. Local caches","19454"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\web_audio\web_audio-meta.js","F. Local caches","595"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\web_audio\web_audio.js","F. Local caches","17714"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\web_audio\graph_visualizer\graph_visualizer.js","F. Local caches","7050"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\whats_new\whats_new-meta.js","F. Local caches","2448"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\whats_new\whats_new.js","F. Local caches","7280"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\panels\whats_new\resources\WNDT.md","F. Local caches","575"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\services\puppeteer\puppeteer.js","F. Local caches","1072"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\services\trace_bounds\trace_bounds.js","F. Local caches","2152"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\services\tracing\tracing.js","F. Local caches","1204"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\services\window_bounds\window_bounds.js","F. Local caches","360"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\acorn\acorn.js","F. Local caches","110271"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\chromium\client-variations\client-variations.js","F. Local caches","37424"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\codemirror.next.js","F. Local caches","2405"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\angular.js","F. Local caches","4906"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\codemirror.js","F. Local caches","513257"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\cpp.js","F. Local caches","101239"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\java.js","F. Local caches","40718"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\legacy.js","F. Local caches","69243"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\less.js","F. Local caches","16228"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\markdown.js","F. Local caches","42255"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\php.js","F. Local caches","94628"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\python.js","F. Local caches","44036"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\sass.js","F. Local caches","21407"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\svelte.js","F. Local caches","43776"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\vue.js","F. Local caches","3274"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\wast.js","F. Local caches","2618"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\codemirror.next\chunk\xml.js","F. Local caches","13488"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\csp_evaluator\csp_evaluator.js","F. Local caches","31870"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\diff\diff.js","F. Local caches","19378"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\i18n\i18n.js","F. Local caches","2560"
"node_modules\@react-native\debugger-frontend\dist\third-party\front_end\third_party\intl-messageformat\intl-messageformat.js","F. Local caches","32804"
